screener.SCREENID	screener.NUMBERES	screener.RESNAME1	screener.RESNAME2	screener.RESNAME3	screener.RESNAME4	screener.SLOCNAME	screener.COUNTRY	screener.REGION	screener.SECTOR	screener.SLOCSIZE	screener.TYPE	resource.RESOURID	resource.FK_Screenid	resource.RESNAME1	resource.TYPERES	resource.ANALUNIT	resource.SECTOR1	resource.SECTOR2	resource.SURFAREA	resource.LENGTH	resource.STOREVOL	resource.FLOWVOL	resource.CONTROL	resource.QUALBETR	resource.CONFLICT	resource.VARSPACE	resource.PREDVAR1	resource.VARYEAR	resource.PREDVAR2	resource.VAROTIME	resource.PREDVAR3	oplevel.OPLEVID	oplevel.FK_RESOURID	oplevel.PROBLEM	oplevel.WELLDEFN	oplevel.BOWNCLOS	oplevel.BAPCLOSE	oplevel.BEGDATE	oplevel.ENDDATE	oplevel.ESTNDATE	oplevel.DURATION	oplevel.NEWOPRUL	oplevel.RESCHANG	oplevel.NEWTECH	oplevel.NEWVALUE	oplevel.EXTINCAP	oplevel.NEWGROUP	oplevel.INTCHANG	oplevel.INTERNAL	oplevel.BEGBLNC	oplevel.ENDBLNC	oplevel.BEGRATE1	oplevel.ENDRATE1	oplevel.BEGRATE2	oplevel.ENDRATE2	oplevel.BEGRATE3	oplevel.ENDRATE3	oplevel.BEGQUAL	oplevel.ENDQUAL	oplevel.BEGPOLL	oplevel.ENDPOLL	oplevel.BEGCONDA	oplevel.ENDCONDA	oplevel.BEGCONDD	oplevel.ENDCONDD	oplevel.BEGCONDP	oplevel.ENDCONDP	oplevel.BEGTRUST	oplevel.ENDTRUST	oplevel.EOWNCLOS	oplevel.EAPCLOSE	oplevel.EXTPOLL	oplevel.SEX	oplevel.ETHNCID	oplevel.CLANID	oplevel.RACEID	oplevel.SOCSTRAT	oplevel.RELANIMS	oplevel.COMMLANG	oplevel.CULTVWR	oplevel.OTHRCOMM	oplevel.SOCSANCT	oplevel.PHYSANCT	oplevel.MONSANCT	oplevel.VARSANCT	oplevel.BRIBERY	oplevel.MONPAID	oplevel.NUMSUBGP	oplevel.SUBGP1	oplevel.SUBGP2	oplevel.SUBGP3	oplevel.SUBGP4	oplevel.SG1TOSG2	oplevel.SG1TOSG3	oplevel.SG1TOSG4	oplevel.SG2TOSG3	oplevel.SG2TOSG4	oplevel.SG3TOSG4	oplevel.REALOSER	oplevel.REALYES	oplevel.WORSTOFF	oplevel.RELEQUTY	oplevel.CONDITON	subgroup.SUBGRPID	subgroup.SBGPDES	subgroup.BNUMUSR1	subgroup.ENUMUSR1	subgroup.BNUMUSR2	subgroup.ENUMUSR2	subgroup.SGENDER1	subgroup.SGENDER2	subgroup.SETHID1	subgroup.SETHID2	subgroup.SCLANID1	subgroup.SCLANID2	subgroup.SRACEID1	subgroup.SRACEID2	subgroup.SCASTE1	subgroup.SCASTE2	subgroup.SRELID1	subgroup.SRELID2	subgroup.SLANG1	subgroup.SLANG2	subgroup.SCULTVWR	subgroup.ACCESS	subgroup.WITHDRAW	subgroup.MANAGE	subgroup.EXCLUDED	subgroup.EXCLUDIN	subgroup.RESIDENT	subgroup.KPRESURE	subgroup.FAMINCDE	subgroup.SUBNOT	subgroup.SUBSIM	subgroup.AVERINC	subgroup.SUBVAR	subgroup.LONGVAR	subgroup.ASSETS	subgroup.ALTSUPLY	subgroup.SUBWHERE	subgroup.OLSON	subgroup.RULEFOLL	subgroup.RULEBRAK
10246	2	Fermeuse Cod Fishery	Fermeuse Salmon Fishery			Fermeuse	Canada	North America	1	-1	-2	10246.1	10246	Fermeuse Cod Fishery	1	2	1		0	0	0		2.4	1.5	2.4	1.5	2.4	1.5	2.4	1.5	4.4	32.1	10246.1	1	1	1	2	1961	0	1970	3	2	1	1	1	1	1	2		3.5	2.5	-1	-1	-2	-2	-2	-2	-1	-1	-1	-1	-2	-2	-2	-2	-2	-2	2.4	2.4	1.5	1.5	-1	1.5	1.5	-1	1.5	-2	1.5	1.5	1.4	1.4	5.3	5.5	2.4	-1	5.5	01000.4	2	42.1	92.1	0	0	11222.3	44444	44444	44444	44444	44444	2.5		-2	-2	0	42.1	The fishermen who live in Fermeuse, Port Kirwan, and Kingsman who fish the summer cod fishery using traps.	-1	0	-1	2.4	1.5	0%	2.5	Irish	-2		1.5		-2		1.5	Catholic	1.5	English	1.5	1.5	1.5	1.5	2.5	1.5	6.4	2.3	1.3	1.3	1.3	3.3	-1	1.3	6.4	3.3	2.3	1.3	1.4	1.3
50140	1	A Sitio in Zanjera Danum				The Municipality of Dingras	Philippines	Orient	5	450000	-1	50140.1	50140	A Sitio in Zanjera Danum	2	2	5		0	0	0		1.3	-2	0	1.3	3.3	1.4	3.3	-1	-1	33.1	50140.1	7	1	-1	-1	0	1977	1977	4	-1	-1	-1	-1	-1	-1	-1	-2	-1	3.3	-2	-2	-1	450000.3	-2	-2	-1	3.3	-1	1.3	-1	2.3	-1	2.3	-1	2.3	-1	1.3	1.4	1.4	2.3	2.3	2.3	2.3	2.3	1.3	2.3	1.3	1.3	1.3	-1	-1	-1	-1	-1	00000.3	1	44.1	0	0	0	44444	44444	44444	44444	44444	44444	2.4		2.3	2.3	0	44.1	All appropriators of the resource	-1	23.3	-1	1.4	2.3		2.3		2.3		2.3		1.3		2.3		1.3		1.3	1.4	1.4	1.4	1.4	-1	6.3	-2	1.3	1.3	1.3	3.3	2.3	1.3	1.3	4.3	-2	1.3	1.4	1.3
10154	3	Chisasibi - James Bay Fishery	Chisasibi - James Bay Beaver Territory	Chisasibi - James Bay Goose Feast		Chisasibi, Quebec	Canada	North America	1	-1	-2	10154.1	10154	Chisasibi - James Bay Fishery	1	2	1		-1	-2	-2	-2.	2.5	2.3	1	1.5	2.4	1.4	4.3	1.4	5.3	34.1	10154.1	1	1	1	2	1950	1978	-2	4	1	1	2	1	1	1	2		4.2	4.4	100	100	-2	-2	-2	-2	2.3	-1	-1	-1	-2	-2	-2	-2	-2	-2	1.4	1.5	1.5	1.5	2.4	2.3	1.5	1.5	1.5	2.4	1.5	1.5	2.4	1.5	1.5	-1	-2	-1	-2	-2.	1	11	0	0	0	44444	44444	44444	44444	44444	44444	2.3		2.3	-1	0	45.1	The Cree Indians of Chisasibi (formerly Fort George) James Bay, Canada.	0	387.5	0	5.5	-1		1.5	Eastern Woodland Cree	-2		2.5	Native American Indian	-2		2.4		1.3	Cree	1.3	1.5	1.5	1.5	1.5	1.5	6.5	2.3	1.4	6.5	1.5	3.4	1.3	1.4	5.4	3.4	-2	1.4	1.5	1.4
50257	1	Chawk 16000L Dhabi Minor Irrigation				Dhabi Kalan	India	Middle East & South Asia	5	2110000	-1	50257.1	50257	Chawk 16000L Dhabi Minor Irrigation	2	2	5		0	0	0		1.3	-2	0	1.5	3.3	1.4	4.3	1.3	4.3	35.1	50257.1	7	1	1	1	1961	1967	1967	2	1	1	1	1	1	1	2	-2	1.4	1.4	-2	-2	211250.4	211250.4	-1	-1	3.3	3.3	-1	-1	3.2	3.2	-1	-1	-1	-1	-1	-1	-2	-2	2.3	2.3	2.3	2.3	2.3	3.3	2.3	1.3	2.3	-1	-1	-1	-1	-1	-1	-1.	1	46.1	0	0	0	44444	44444	44444	44444	44444	44444	1.5	The new irrigation system mostly benefited the dominant caste, Jats, who own land nearer to the canal.  Other castes who own or farm land further from the canal have been disadvantaged.	1.4	1.4	0	46.1	All appropriators of this resource.	60.2	60.2	3.3	3.3	2.3		2.3		2.3		2.3		3.3	Jats, 50% of the population	2.3		1.3		2.3	1.4	1.4	3.3	3.3	3.3	6.4	-2	-1	-1	1.2	3.3	3.4	2.3	3.3	4.3	-2	1.3	2.3	-1
10572	7	Andres Quintana Roo Scalefish	Andres Quintana Roo Lobster	Playa del Carmen Amberjack Fishery	Ascension Bay Lobster	Andres Quintana Roo	Mexico	Central America & Caribbean	1	250000000	-2	10572.1	10572	Andres Quintana Roo Scalefish	1	2	1		250000000.4	0	0		2.4	-1	-2	1.5	2.4	1.4	2.4	-1	-2	76.1	10572.1	2	1	1	1	1960	1979	0	4	4	1	1	1	1	1	2	-2	-1	4.4	16.4	66.4	-2	-2	-2	-2	2.3	2.3	-1	1.4	-2	-2	-2	-2	-2	-2	1.2	1.4	1.3	1.3	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-1	4.2	-1	-1	-1	1	43.1	-2	-2	-2	44444	44444	44444	44444	44444	44444	-1	-2	-1	-2	0	43.1	adult males who live in Chetumal and Xcalak and fish for scalefish with beach weirs.	0	0	-1	4.3	1.4	0%	-1		-1		-1		-2		-1		1.4	Spanish	-1	1.4	1.4	3.3	3.3	1.3	6.4	2.3	2.2	6.4	1.3	-1	-1	-1	6.3	4.3	-2	1.3	4.3	3.3
10256	1	Valenca Fishery				Valenca Fishery	Brazil	South America	1	350000000	-2	10256.1	10256	Valenca Fishery	1	2	1		350000000.5	0	0		2.4	1.5	2	1.5	2.5	1.5	2.5	1.3	4.3	36.1	10256.1	1	1	3	5	1910	1960	0	4	1	1	1	1	1	1	2	-2	3.2	3.3	-1	-1	-2	-2	-2	-2	2.3	3.2	-1	1.3	-2	-2	-2	-2	-2	-2	1.2	1.3	3.4	5.3	2.2	1.5	1.5	3.4	1.5	-2	-1	1.5	1.5	1.5	3.3	3.3	-2	3.3	-2	-2.	1	47.1	0	0	0	44444	44444	44444	44444	44444	44444	-1		-1	-1	0	47.1	The members of this subgroup are male full-time fishers who use cotton nets to fish with.	-1	350.4	-1	5.4	1.5	0%	1.5		3.4		1.5		-2		-1		1.5	Spanish	2.4	1.3	1.3	2.4	3.3	2.3	6.4	2.4	1.4	1.4	1.4	2.4	2.3	-1	6.4	4.4	-2	2.3	2.3	2.3
10256	1	Valenca Fishery				Valenca Fishery	Brazil	South America	1	350000000	-2	10256.1	10256	Valenca Fishery	1	2	1		350000000.5	0	0		2.4	1.5	2	1.5	2.5	1.5	2.5	1.3	4.3	36.2	10256.1	1	2	3	6	1960	1965	0	2	1	1	2	1	1	2	2	-2	3.3	3.3	-1	-1	-2	-2	-2	-2	3.3	3.3	1.3	1.3	-2	-2	-2	-2	-2	-2	2.3	3.3	3.4	6.3	2.2	1.5	1.5	3.4	1.5	-2	-1	1.5	5.4	5.4	2.3	2.3	-2	3.3	-2	-2.	2	47.2	48.1	0	0	11232.4	44444	44444	44444	44444	44444	1.3	Traditional users have been driven out of fishery and into subsistence activities.	1.3	1.3	0	47.2	The members of this subgroup are male full-time fishers who use cotton nets.	350.4	-1	5.4	-1	1.5	0%	1.4		3.4		1.5	Hispanic	-2		-1		1.5	Spanish	2.4	1.3	1.3	2.3	3.3	2.3	6.4	2.4	2.3	5.2	1.4	1.3	2.3	-1	6.3	4.3	-2	2.3	2.3	2.3
10256	1	Valenca Fishery				Valenca Fishery	Brazil	South America	1	350000000	-2	10256.1	10256	Valenca Fishery	1	2	1		350000000.5	0	0		2.4	1.5	2	1.5	2.5	1.5	2.5	1.3	4.3	36.2	10256.1	1	2	3	6	1960	1965	0	2	1	1	2	1	1	2	2	-2	3.3	3.3	-1	-1	-2	-2	-2	-2	3.3	3.3	1.3	1.3	-2	-2	-2	-2	-2	-2	2.3	3.3	3.4	6.3	2.2	1.5	1.5	3.4	1.5	-2	-1	1.5	5.4	5.4	2.3	2.3	-2	3.3	-2	-2.	2	47.2	48.1	0	0	11232.4	44444	44444	44444	44444	44444	1.3	Traditional users have been driven out of fishery and into subsistence activities.	1.3	1.3	0	48.1	The members of this subgroup are male full-time fishers who use nylon nets.	-1	400.3	-1	5.3	1.5	0%	-1		-1		1.5	Hispanic	-2		-1		1.5	Spanish	-1	1.3	1.3	3.3	3.3	3.3	6.4	1.3	2.3	5.3	1.3	2.3	-1	-1	1.3	4.3	-2	1.2	1	-2
10256	1	Valenca Fishery				Valenca Fishery	Brazil	South America	1	350000000	-2	10256.1	10256	Valenca Fishery	1	2	1		350000000.5	0	0		2.4	1.5	2	1.5	2.5	1.5	2.5	1.3	4.3	36.3	10256.1	1	2	3	7	1965	1970	0	2	2	1	1	1	1	1	2	-2	3.4	2.4	-1	-1	-2	-2	-2	-2	3.4	4.3	1.2	1.2	-2	-2	-2	-2	-2	-2	3.3	3.4	3.4	7.3	-1	1.5	1.5	2.4	1.5	-2	-1	1.5	5.4	5.4	2.3	2.3	-2	3.3	-2	-2.	2	48.1	48.2	0	0	21221.3	44444	44444	44444	44444	44444	1.3	Conflict is high, resource is being overfished, many of marginal fishers are dropping out.	1.3	-1	0	47.2	The members of this subgroup are male full-time fishers who use cotton nets.	350.4	-1	5.4	-1	1.5	0%	1.4		3.4		1.5	Hispanic	-2		-1		1.5	Spanish	2.4	1.3	1.3	2.3	3.3	2.3	6.4	2.4	2.3	5.2	1.4	1.3	2.3	-1	6.3	4.3	-2	2.3	2.3	2.3
10256	1	Valenca Fishery				Valenca Fishery	Brazil	South America	1	350000000	-2	10256.1	10256	Valenca Fishery	1	2	1		350000000.5	0	0		2.4	1.5	2	1.5	2.5	1.5	2.5	1.3	4.3	36.3	10256.1	1	2	3	7	1965	1970	0	2	2	1	1	1	1	1	2	-2	3.4	2.4	-1	-1	-2	-2	-2	-2	3.4	4.3	1.2	1.2	-2	-2	-2	-2	-2	-2	3.3	3.4	3.4	7.3	-1	1.5	1.5	2.4	1.5	-2	-1	1.5	5.4	5.4	2.3	2.3	-2	3.3	-2	-2.	2	48.1	48.2	0	0	21221.3	44444	44444	44444	44444	44444	1.3	Conflict is high, resource is being overfished, many of marginal fishers are dropping out.	1.3	-1	0	48.2	The members of this subgroup are male full-time fishers who use nylon nets.	400.3	128.4	5.3	4.4	1.5	0%	-1		-1		1.5	Hispanic	-2		-1		1.5	Spanish	-1	1.3	1.3	3.3	3.3	3.3	6.4	1.3	2.2	5.3	1.3	2.3	-1	-1	1.3	4.3	-2	1.2	1.3	-2
10258	1	Baccalaos Cove Cod Fishery				Baccalaos Cove	Canada	North America	1	-1	-2	10258.1	10258	Baccalaos Cove Cod Fishery	1	2	1		0	0	0		2.4	1.5	2	1.4	2.4	1.4	2.4	1.3	4.3	37.1	10258.1	1	1	3	6	1962	1977	0	3	3	1	1	1	1	1	2	-2	4.2	4.2	-1	-1	-2	-2	-2	-2	2.3	3.3	1.3	1.3	-2	-2	-2	-2	-2	-2	1.2	1.3	3.4	4.4	-1	1.5	1.5	2.5	1.5	-2	1.5	1.5	1.5	1.5	2.3	2.3	-1	-1	-1	-1.	2	49.1	50.1	-2	-2	13222.4	44444	44444	44444	44444	44444	2.2		2.2	-1	0	49.1	This group is the men who live in Baccalaos Cove and fish during the summer and fall with jiggers, handlines, and trawls.	-1	49.5	-1	2.4	1.5	0%	2.5	Irish	2.5		1.5	Caucasian	-2		1.5	Catholic	1.5	English	1.5	1.4	1.4	1.4	2.4	1.4	6.4	2.3	1.4	6.4	1.4	3.3	-1	-1	6.4	4.3	-2	1.3	1.4	1.3
10258	1	Baccalaos Cove Cod Fishery				Baccalaos Cove	Canada	North America	1	-1	-2	10258.1	10258	Baccalaos Cove Cod Fishery	1	2	1		0	0	0		2.4	1.5	2	1.4	2.4	1.4	2.4	1.3	4.3	37.1	10258.1	1	1	3	6	1962	1977	0	3	3	1	1	1	1	1	2	-2	4.2	4.2	-1	-1	-2	-2	-2	-2	2.3	3.3	1.3	1.3	-2	-2	-2	-2	-2	-2	1.2	1.3	3.4	4.4	-1	1.5	1.5	2.5	1.5	-2	1.5	1.5	1.5	1.5	2.3	2.3	-1	-1	-1	-1.	2	49.1	50.1	-2	-2	13222.4	44444	44444	44444	44444	44444	2.2		2.2	-1	0	50.1	This group is the men who live in Baccalaos Cove and fish during the summer with cod traps.	-1	59.5	-1	3.5	1.5	0%	2.5	Irish	2.5		1.5	Caucasian	-2		1.5	Catholic	1.5	English	1.5	1.4	1.4	1.4	2.4	1.4	6.5	2.3	1.4	6.4	-1	3.2	-1	-1	6.5	4.4	-2	1.4	1.4	-1
50268	2	Na Pae Irrigation	Muang Mai Irrigation			Ban Pae Luang	Thailand	Orient	5	640000	-1	50268.1	50268	Na Pae Irrigation	2	2	5		0	12000.3	0		1.4	-2	0	2.3	-2	1.5	3.3	-1	-1	38.1	50268.1	8	1	1	2	1910	1981	1981	5	1	1	1	1	1	1	2	-2	3.3	3.4	-2	-2	240000.5	640000.5	-2	-2	3.3	3.4	1.3	1.3	1.3	1.4	-2	-2	1.3	1.4	1.3	1.4	-2	-2	2.3	2.4	1.4	2.4	1.4	1.4	1.4	1.4	1.4	2.4	1.3	4.3	2.3	3.3	4.3	-2.	1	51.1	0	0	0	44444	44444	44444	44444	44444	44444	2.3		2.3	2.3	0	51.1	All appropriators of the resource	17.5	80.5	1.5	3.5	2.4		1.4	Lua	2.4		1.4		1.4		1.4	Buddhism	1.4		1.4	1.4	1.4	1.4	1.4	3.4	6.5	-2	1.3	1.3	1.3	3.4	1.4	1.3	6.4	4.3	-2	2.3	1.5	1.4
50056	1	A watercourse in Nam Tan				The Province of Sayaboury	Laos	Orient	5	1000000	-1	50056.1	50056	A watercourse in Nam Tan	2	2	5		0	0	0		1.3	-2	0	-1	-1	1.4	3.3	-1	-1	39.1	50056.1	7	1	1	2	1968	1974	1974	2	4	4	1	1	1	1	2	-2	2.2	2.2	-2	-2	1000000	1000000	-1	-1	3.3	3.3	-1	-1	2.2	2.2	-1	-1	-1	-1	1.3	1.3	-2	-2	-1	2.3	2.3	2.3	2.3	1.3	2.3	1.3	1.3	2.3	-1	-1	2.3	-1	-1	11000.4	1	52.1	0	0	0	44444	44444	44444	44444	44444	44444	2.3		2.3	2.3	0	52.1	water for irrigation	40.2	40.2	2.4	2.4	2.3		2.3		2.3		2.3		1.3		2.3		1.3		1.3	1.3	1.3	1.4	1	-1	6.3	-2	1.3	-1	-1	3.3	1.4	1.3	6.5	-1	-2	-1	1.3	1.3
10255	1	Perupok Fishery				Kelantan	Malaysia	Orient	1	-1	-2	10255.1	10255	Perupok Fishery	1	2	1		0	0	0		2.4	2.2	1	1.4	3.4	1.5	2.4	1.4	4.4	40.1	10255.1	2	1	-1	-1	0	1940	0	-1	1	1	1	1	1	1	2	-2	-1	4.2	-1	-1	-2	-2	-2	-2	-1	2.3	-1	1.3	-2	-2	-2	-2	-2	-2	-1	1.3	3.2	4.2	2.2	1.5	1.5	2.4	1.5	-2	1.5	1.5	1.5	-1	3.2	-1	-2	-1	-2	-2.	1	53.1	0	0	0	44444	44444	44444	44444	44444	44444	-1		-1	2.2	0	53.1	Adult males living in Perupok who are lift-net fishers.	-1	245.4	-1	5.4	1.5	0%	1.5	Malay	2.4		1.5		-2		1.5	Muslim	1.5	Malay	1.5	1.3	1.3	2.3	2.3	2.3	6.4	2.2	1.3	6.3	1.2	3.2	3.3	3.3	6.2	4.2	-2	1.2	1.3	1.2
50020	2	A Chaek in Amphoe Choke Chai	A Chaek in Kaset Samakee			Zone Four and Five of the Lam Pra Plerng Irr. Project	Thailand	Orient	5	1250000	-1	50020.1	50020	A Chaek in Amphoe Choke Chai	2	2	5		0	0	0		1.3	-2	0	-1	-1	1.3	3.3	-1	-1	41.1	50020.1	8	1	-1	2	1972	1974	1974	2	4	1	1	1	1	1	2	-2	3.2	3.2	-2	-2	1250000	1250000	-1	-1	3.3	3.3	1.3	1.3	3.3	3.3	3.3	3.3	2.3	2.3	-1	-1	-2	-2	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	1.3	2.3	4.3	4.3	4.4	-1	-1	01000.4	2	54.1	55.1	0	0	12222.4	44444	44444	44444	44444	44444	2.2		2.2	2.2	0	54.1	Appropriators in the Chaek who are members of the Amphoe Choke Chai Association	-1	-1	2.3	2.3	2.3		2.3		2.3		2.3		2.3		2.3		2.3		1.3	1.4	1.4	1.4	3.4	3.4	6.3	-2	3.3	-1	6.5	-1	-1	-1	-1	1.5	-1	-1	-1	1.3
50020	2	A Chaek in Amphoe Choke Chai	A Chaek in Kaset Samakee			Zone Four and Five of the Lam Pra Plerng Irr. Project	Thailand	Orient	5	1250000	-1	50020.1	50020	A Chaek in Amphoe Choke Chai	2	2	5		0	0	0		1.3	-2	0	-1	-1	1.3	3.3	-1	-1	41.1	50020.1	8	1	-1	2	1972	1974	1974	2	4	1	1	1	1	1	2	-2	3.2	3.2	-2	-2	1250000	1250000	-1	-1	3.3	3.3	1.3	1.3	3.3	3.3	3.3	3.3	2.3	2.3	-1	-1	-2	-2	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	1.3	2.3	4.3	4.3	4.4	-1	-1	01000.4	2	54.1	55.1	0	0	12222.4	44444	44444	44444	44444	44444	2.2		2.2	2.2	0	55.1	Appropriators in the Chaek who are not members of the Amphoe Chaek Chai Association	-1	-1	2.3	2.3	2.3		2.3		2.3		2.3		2.3		2.3		2.3		1.3	1.4	1.4	-1	3.4	3.4	6.3	-2	3.3	-1	6.5	-1	-1	-1	-1	1.5	-1	-1	-1	1.3
50021	2	A Chaek in Kaset Samakee	A Chaek in Amphoe Choke Chai			Zone One of the Lam Pra Plerng Irrigation Project	Thailand	5rient	5	280000	-1	50021.1	50021	A Chaek in Kaset Samakee	2	2	5		0	0	0		1.3	-2	0	-1	-1	1.3	3.3	2.3	-2	42.1	50021.1	8	1	-1	2	1972	1974	1974	2	4	1	1	1	1	1	2	-2	3.4	3.4	-2	-2	280000.3	280000.3	-1	-1	3.3	3.3	1.3	1.3	2.3	2.3	2.3	2.3	2.3	2.3	-1	-1	-2	-2	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	1.3	2.3	-1	-1	2.4	-1	-1	01000.4	2	56.1	57.1	0	0	12222.4	44444	44444	44444	44444	44444	2.2		2.2	2.2	0	56.1	Appropriators in the chaek who are members of the Kaset Samakee Association.	-1	-1	1.3	1.3	2.3		2.3		2.3		2.3		2.3		2.3		2.3		1.3	1.4	1.4	1.4	3.4	3.4	6.3	-2	1.3	-1	1.5	-1	-1	-1	-1	4.5	-1	-1	-1	1.3
50021	2	A Chaek in Kaset Samakee	A Chaek in Amphoe Choke Chai			Zone One of the Lam Pra Plerng Irrigation Project	Thailand	5rient	5	280000	-1	50021.1	50021	A Chaek in Kaset Samakee	2	2	5		0	0	0		1.3	-2	0	-1	-1	1.3	3.3	2.3	-2	42.1	50021.1	8	1	-1	2	1972	1974	1974	2	4	1	1	1	1	1	2	-2	3.4	3.4	-2	-2	280000.3	280000.3	-1	-1	3.3	3.3	1.3	1.3	2.3	2.3	2.3	2.3	2.3	2.3	-1	-1	-2	-2	2.3	2.3	2.3	2.3	2.3	2.3	2.3	2.3	1.3	2.3	-1	-1	2.4	-1	-1	01000.4	2	56.1	57.1	0	0	12222.4	44444	44444	44444	44444	44444	2.2		2.2	2.2	0	57.1	Appropriators in the chaek who are not members of the Kaset Samakee Association	-1	-1	1.3	1.3	2.3		2.3		2.3		2.3		2.3		2.3		2.3		1.3	1.4	1.4	-1	3.4	3.4	6.3	-2	1.4	-1	1.5	-1	-1	-1	-1	4.5	-1	-1	-1	1.3
50150	1	Oaig-Daya Irrigation System				Oaig-Daya	Philippines	Orient	5	1000000	-1	50150.1	50150	Oaig-Daya Irrigation System	2	2	5		0	9850.4	0	3500.4	1.4	-2	0	2.3	-2	1.4	2.3	2.2	-2	43.1	50150.1	7	1	-1	-1	1930	1978	1978	4	1	1	1	1	1	1	2	-2	-1	3.2	-2	-2	-1	1000000	-2	-2	-1	3.3	-1	1.3	-1	2.2	-2	-2	-1	2.2	-1	-1	1.3	1.3	2.3	2.3	2.3	2.3	2.3	1.3	2.3	1.3	1.3	2.3	-1	-1	2.3	-1	-1	00000.5	1	58.1	0	0	0	44444	44444	44444	44444	44444	44444	2.3		2.3	2.3	0	58.1	All appropriators of this resource	-1	86.5	-1	3.5	2.3		2.3		2.3		2.3		1.3		2.3		1.3		1.3	1.4	1.3	1.4	1.3	3.3	6.3	-2	2.3	6.3	1.3	3.3	1.3	1.3	-1	4.2	-2	-1	2.3	2.3
50129	1	Sabangan Bato Irrigation System				Galimyod	Philippines	Orient	5	940000	-1	50129.1	50129	Sabangan Bato Irrigation System	2	2	5		0	6040.3	0	135.4	1.3	-2	0	-1	-1	1.5	3.3	-1	-1	44.1	50129.1	8	1	1	2	1960	1978	1978	4	2	1	1	1	1	1	2	-2	2.3	2.3	-2	-2	940000.3	940000.4	-1	-1	3.3	3.3	1.3	1.3	2.3	2.3	-2	-2	2.3	2.3	1.3	1.3	-2	-2	2.3	2.3	2.3	2.3	2.3	1.3	2.3	1.3	1.3	1.3	-1	-1	2.3	2.3	-1	-2.	1	59.1	0	0	0	44444	44444	44444	44444	44444	44444	2.3		2.3	2.3	0	59.1	All appropriators of the resource.	-1	97.5	-1	3.5	2.3		2.3		2.3		2.3		1.3		2.3		1.3		1.3	1.4	1.4	1.5	1.4	3.4	6.4	-2	2.4	6.4	6.4	3.3	-1	1.2	-1	2.3	-2	1.3	1.3	1.3
10300	1	Ebibara Fishing Ground				Ebibara (pseudonym)	Japan	Orient	1	-1	-2	10300.1	10300	Ebibara Fishing Ground	1	2	1		0	0	0		2.3	-2	1	1.3	4.3	1.4	3.4	1.3	4.3	45.1	10300.1	2	1	1	2	1950	1968	0	4	4	1	1	1	1	1	2	-2	4.3	3.3	-1	-1	-2	-2	-2	-2	2.3	2.3	-1	-1	-2	-2	-2	-2	-2	-2	1.3	1.3	1.3	1.3	1.4	1.5	1.5	2.5	1.5	-2	2.5	1.5	2.5	-1	2.3	5.3	2.3	1.3	5.3	01000.2	1	60.1	0	0	0	44444	44444	44444	44444	44444	44444	2.3		2.2	-1	0	60.1	adult males who fish by trawl and live in Utsumi-shi	-1	-1	-1	4	1.5	0%	1.5		2.5		1.5	Oriental	-2		2.5	Buddahist	1.5	Japanese	1.5	1.5	1.5	1.5	3.5	1.5	6.4	-1	1.3	6.3	1.2	2.2	2.3	-1	6.3	3.3	-2	1.4	2.3	2.3
50302	1	Pinagbayanan Water Pumps				Barrio Pinagbayanan	Philippines	Orient	5	220000	-1	50302.1	50302	Pinagbayanan Water Pumps	2	2	5		0	0	0		1.5	-2	0	2.3	-2	2.3	-2	2.3	-2	46.1	50302.1	7	1	1	2	1971	1972	1972	2	1	1	1	1	1	1	2	-2	3.4	3.4	-2	-2	195000.5	220000.5	-2	-2	3.3	3.3	1.3	1.3	1.4	1.4	-2	-2	-2	-2	1.4	1.4	-2	-2	2.3	2.3	1.3	2.3	1.3	1.3	2.3	1.3	1.3	1.3	2.3	-1	2.3	-1	4.3	10000.5	1	61.1	0	0	0	44444	44444	44444	44444	44444	44444	2.4		2.4	2.4	0	61.1	All appropriators of the resource	17.5	17.5	1.5	1.5	2.3		1.3		2.3		1.3		1.3		2.3		1.3		1.3	1.5	1.5	1.5	1.5	3.3	6.4	-2	2.3	6.3	6.4	3.3	2.3	-1	4.4	2.3	-2	2.3	1.5	1.4
50294	1	El Mujarilin Irrigation				Daghara	Iraq	Middle East & South Asia	5	30756000	-1	50294.1	50294	El Mujarilin Irrigation	2	2	5		0	0	0		1.3	-2	0	2.3	-2	1.3	3.3	1.3	4.3	47.1	50294.1	8	1	1	2	1942	1967	1967	4	1	4	1	1	1	1	2	-2	3.3	3.3	-2	-2	3075600	3075600	-1	-1	3.3	3.3	1.3	1.3	2.3	2.3	2.3	2.3	2.3	2.3	1.3	1.3	-2	-2	2.3	1.3	1.4	1.4	1.4	1.4	1.4	1.4	1.4	2.3	2.3	-1	-1	1.3	-1	-1.	1	62.1	0	0	0	44444	44444	44444	44444	44444	44444	2.3		2.3	2.3	0	62.1	All appropriators of the resource	38.2	38.3	2.3	2.4	1.3		1.4		1.4	El Mujarilin	1.4		1.4		1.4	Shia Muslin	1.4		1.4	1.4	1.4	1.4	1.4	3.3	6.3	-2	2.3	6.3	1.4	3.3	2.3	1.3	5.2	4.3	-2	2.3	1.3	1.3
